prioridad,nombre_informante,domicilio,colonia,localidad,riesgo_predicho,probabilidad_alto,motivo_prioridad,score_total,requiere_atencion_prioritaria
451,Miguel Espinosa Castellanos,"Avenida 20 de Noviembre #47, Col. San Roque",San Roque,Suchiapa,ALTO,0.9973,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
452,Antonio Óscar Vázquez Gómez,"Calle Allende #7, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9973,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
453,Francisco García Coutiño,"Avenida Central #17, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9973,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
454,Elena María Ramírez Aguilar,"5a Avenida Sur #69, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9972,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
455,Jesús Nucamendi Torres,"Calle Matamoros #143, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9972,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
456,Martha Sofía Méndez Jiménez,"Calle del Río #12, Col. San Roque",San Roque,Suchiapa,ALTO,0.9972,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
457,Sergio Morales Flores,"Calle Hidalgo #218, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9971,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
458,Martha Martínez Aguilar,"Calle 5 de Mayo #261, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9971,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
459,José Espinosa Flores,"Avenida 20 de Noviembre #4, Col. San José",San José,Suchiapa,ALTO,0.9971,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
460,Claudia Martínez Ovando,"3ra Calle Norte #55, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.997,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
461,Silvia Gutiérrez González,"Calle 2 Sur #7, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.997,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
462,Verónica Flores González,"Libramiento Norte #136, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9969,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
463,Beatriz Domínguez Ozuna,"Calle del Río #199, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9969,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),10,True
464,Jesús Javier Morales Morales,"Boulevard Ángel Albino Corzo #150, Col. Penipak",Penipak,Tuxtla Gutiérrez,ALTO,0.9969,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
465,José Espinosa Ozuna,"Calle Allende #163, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9969,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
466,Patricia Espinosa Hernández,"Calle del Río #29, Col. Pacú",Pacú,Suchiapa,ALTO,0.9968,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
467,Alberto Óscar Ozuna Grajales,"2da Calle Norte #25, Col. Pacú",Pacú,Suchiapa,ALTO,0.9967,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
468,Beatriz Castellanos Gutiérrez,"2da Calle Norte #204, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9967,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),9,True
469,Óscar Jiménez Ozuna,"5a Avenida Sur #146, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,ALTO,0.9967,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
470,Carlos Antonio Coutiño Grajales,"Calle Matamoros #196, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9965,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
471,Silvia Hernández Chanona,"Boulevard Ángel Albino Corzo #175, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9965,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),9,True
472,Lucía Patricia Nucamendi Vázquez,"Calle Central Oriente #118, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,ALTO,0.9964,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
473,Francisco López Moreno,"Calle Morelos #117, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9964,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
474,Rafael Moreno Cruz,"Calle Juárez #176, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9964,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
475,Juana Ruiz Jiménez,"1ra Calle Norte #279, Col. Pacú",Pacú,Suchiapa,ALTO,0.9964,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
476,Claudia Flores Espinosa,"Libramiento Norte #74, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9963,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
477,Pedro Francisco Domínguez Zenteno,"1ra Calle Norte #192, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9963,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
478,Gabriela Aguilar López,"Calle 1 Norte #209, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9963,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
479,Claudia Alejandra Chanona Morales,"Calle Allende #233, Col. Centro",Centro,Suchiapa,ALTO,0.9963,riesgo familiar ALTO (modelo); integrante embarazada,8,True
480,Verónica Guadalupe Penagos Espinosa,"Calle Matamoros #75, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9963,riesgo familiar ALTO (modelo); integrante embarazada,9,True
481,Carmen Gutiérrez Morales,"Calle Hidalgo #124, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9963,riesgo familiar ALTO (modelo); integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
482,José Moreno Ovando,"Calle Allende #167, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9962,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
483,Juana Vázquez Coutiño,"Calle Allende #185, Col. Centro",Centro,Suchiapa,ALTO,0.9962,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
484,Antonio Gutiérrez Morales,"Calle Morelos #138, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9961,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
485,Leticia Verónica Chanona Gómez,"Avenida 20 de Noviembre #106, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.996,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
486,Juan Chanona Espinosa,"3ra Calle Norte #144, Col. Centro",Centro,Suchiapa,ALTO,0.996,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
487,Teresa Velázquez Aguilar,"1ra Calle Norte #141, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9959,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,9,True
488,Carlos Moreno Hernández,"Avenida Emiliano Zapata #51, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9959,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
489,Adriana Torres Cruz,"Calle 1 Norte #122, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9958,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,8,True
490,Alberto Pérez Grajales,"Avenida de la Juventud #229, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9958,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
491,Beatriz García Ramírez,"Calle Central Oriente #22, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,ALTO,0.9958,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
492,Gabriela Velázquez Jiménez,"Calle Real #164, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9957,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
493,Roberto Óscar Ruiz Castellanos,"1ra Calle Norte #172, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9957,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
494,Silvia Martínez Aguilar,"Calle Real #198, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9956,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,9,True
495,Verónica Guadalupe Pérez Martínez,"Calle Matamoros #252, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9956,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
496,Marco Gutiérrez García,"Calle Hidalgo #269, Col. Centro",Centro,Suchiapa,ALTO,0.9956,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
497,Manuel Pérez Vázquez,"Calle Juárez #53, Col. Pacú",Pacú,Suchiapa,ALTO,0.9954,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
498,Antonio Domínguez Castellanos,"Calle Morelos #45, Col. Pacú",Pacú,Suchiapa,ALTO,0.9954,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
499,Manuel Pérez Cruz,"1ra Calle Norte #123, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9954,riesgo familiar ALTO (modelo); integrante embarazada,8,True
500,Antonio Aguilar Domínguez,"Calle 1 Norte #99, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,ALTO,0.9952,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
501,Luis Zenteno Hernández,"Avenida Emiliano Zapata #171, Col. Pacú",Pacú,Suchiapa,ALTO,0.9951,riesgo familiar ALTO (modelo); menor de 1 año en el hogar,8,True
502,Carlos Roberto Jiménez Ramírez,"Calle Juárez #162, Col. Pacú",Pacú,Suchiapa,ALTO,0.9949,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
503,Sofía Aguilar González,"Calle Juárez #272, Col. San Roque",San Roque,Suchiapa,ALTO,0.9949,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
504,Rafael Sergio Aguilar Ruiz,"3ra Calle Norte #142, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9947,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
505,Teresa Domínguez Torres,"Libramiento Norte #247, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,ALTO,0.9947,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
506,Teresa Zenteno Vázquez,"2da Calle Norte #221, Col. Centro",Centro,Suchiapa,ALTO,0.9946,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
507,Leticia Juana Nucamendi Chanona,"Calle Hidalgo #1, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9946,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),9,True
508,Margarita Ovando Chanona,"1ra Calle Norte #92, Col. Pacú",Pacú,Suchiapa,ALTO,0.9946,riesgo familiar ALTO (modelo); integrante embarazada; menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,8,True
509,Rosa Moreno Aguilar,"Calle Morelos #220, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9946,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
510,Leticia Coutiño Moreno,"Avenida 20 de Noviembre #95, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9945,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
511,Sofía Vázquez Gutiérrez,"Avenida Emiliano Zapata #92, Col. Pacú",Pacú,Suchiapa,ALTO,0.9944,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
512,Roberto Domínguez Vázquez,"Avenida de la Juventud #5, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9943,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
513,Ramón Martínez Méndez,"Calle Real #174, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9943,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
514,Sofía Vázquez Martínez,"Calle Juárez #229, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9943,riesgo familiar ALTO (modelo); integrante embarazada; menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),9,True
515,Guadalupe Aguilar Ovando,"Calle Juárez #117, Col. Centro",Centro,Suchiapa,ALTO,0.9943,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,8,True
516,Beatriz Espinosa Martínez,"Calle Hidalgo #184, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9942,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,8,True
517,Carlos Alberto Zenteno Penagos,"Calle Real #186, Col. Centro",Centro,Suchiapa,ALTO,0.9942,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
518,Lucía Ramírez Zenteno,"Calle Libertad #253, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9941,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
519,Rafael Juan Coutiño Domínguez,"Avenida Emiliano Zapata #9, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.994,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
520,Sofía Hernández Ruiz,"Calle 1 Norte #177, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,0.9938,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
521,Enrique Castellanos Gómez,"Calle Juárez #2, Col. San Roque",San Roque,Suchiapa,ALTO,0.9936,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
522,Pedro Luis Jiménez Méndez,"2da Calle Norte #190, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9936,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),7,True
523,Alberto Martínez Coutiño,"Calle Allende #249, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9934,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
524,Patricia Coutiño Nucamendi,"Calle Allende #236, Col. San Roque",San Roque,Suchiapa,ALTO,0.9933,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
525,Leticia Sánchez Ozuna,"Calle Morelos #20, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9932,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
526,Rafael Gutiérrez Vázquez,"Calle Morelos #54, Col. San Roque",San Roque,Suchiapa,ALTO,0.993,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
527,Carlos Coutiño Ovando,"Avenida 20 de Noviembre #36, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.993,riesgo familiar ALTO (modelo); integrante embarazada,8,True
528,Antonio Aguilar Gómez,"2da Calle Norte #106, Col. Pacú",Pacú,Suchiapa,ALTO,0.9929,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
529,Luis Gutiérrez García,"Calle del Río #49, Col. Pacú",Pacú,Suchiapa,ALTO,0.9929,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
530,Marco Vázquez Sánchez,"Avenida de la Juventud #181, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9929,riesgo familiar ALTO (modelo); menor de 1 año en el hogar,8,True
531,Sergio Morales Domínguez,"Calle Hidalgo #3, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9929,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
532,Miguel Morales Nucamendi,"Avenida 20 de Noviembre #23, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9928,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
533,Óscar Óscar Jiménez Castellanos,"Calle Allende #268, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9928,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
534,Beatriz María Cruz López,"Calle 5 de Mayo #117, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9928,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
535,Miguel García Ovando,"Calle Hidalgo #57, Col. Centro",Centro,Suchiapa,ALTO,0.9927,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
536,Elena Morales Coutiño,"Calle Real #233, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9926,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
537,Martha Silvia López Coutiño,"5a Avenida Sur #239, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9923,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
538,José Aguilar Moreno,"Calle Real #190, Col. San Roque",San Roque,Suchiapa,ALTO,0.9923,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
539,Verónica Lucía Moreno Grajales,"Calle Allende #270, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9923,riesgo familiar ALTO (modelo); menor de 1 año en el hogar,8,True
540,Antonio Vázquez Gómez,"Calle Allende #70, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9923,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),9,True
541,Manuel Penagos Nucamendi,"Calle Morelos #201, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9921,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
542,Antonio José García Ramírez,"Calle 5 de Mayo #213, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.992,riesgo familiar ALTO (modelo); integrante embarazada,8,True
543,Beatriz Adriana Cruz Méndez,"Calle 5 de Mayo #247, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.992,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,8,True
544,Juana Pérez Sánchez,"5a Avenida Sur #146, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9919,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
545,Eduardo Vázquez Sánchez,"Calle Juárez #147, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9919,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
546,Carlos López Vázquez,"Avenida Emiliano Zapata #47, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9919,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
547,Roberto Vázquez Torres,"1ra Calle Norte #60, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9919,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
548,María Jiménez Sánchez,"Calle Allende #233, Col. San Roque",San Roque,Suchiapa,ALTO,0.9918,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
549,Pedro Ozuna Coutiño,"Calle Hidalgo #192, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9918,riesgo familiar ALTO (modelo); menor de 1 año en el hogar,8,True
550,Leticia Méndez Gómez,"5a Avenida Sur #51, Col. Penipak",Penipak,Tuxtla Gutiérrez,ALTO,0.9918,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
551,Roberto Martínez Martínez,"Avenida Emiliano Zapata #131, Col. San José",San José,Suchiapa,ALTO,0.9918,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
552,Manuel Marco Ozuna Penagos,"Calle 5 de Mayo #112, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9918,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
553,Elena Penagos Ozuna,"Calle Libertad #79, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9917,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
554,Beatriz Castellanos Jiménez,"Calle Juárez #85, Col. Centro",Centro,Suchiapa,ALTO,0.9917,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,8,True
555,Javier Gutiérrez Aguilar,"Calle 2 Sur #75, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9916,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
556,Martha Gómez Espinosa,"Calle Hidalgo #194, Col. San Roque",San Roque,Suchiapa,ALTO,0.9916,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
557,Sergio Jiménez Moreno,"Calle Morelos #253, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9916,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
558,Leticia Ruiz Penagos,"Calle Matamoros #184, Col. San José",San José,Suchiapa,ALTO,0.9915,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
559,Jesús Pedro Zenteno Coutiño,"3ra Calle Norte #115, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9914,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),9,True
560,Patricia Beatriz García Morales,"Calle Allende #241, Col. Pacú",Pacú,Suchiapa,ALTO,0.9913,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
561,Gabriela Aguilar Espinosa,"Avenida Emiliano Zapata #79, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9911,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),8,True
562,Silvia Grajales Ozuna,"Avenida Emiliano Zapata #181, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9911,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
563,Miguel Rafael Ruiz Flores,"Calle Libertad #217, Col. San José",San José,Suchiapa,ALTO,0.9911,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),8,True
564,Marco Coutiño Pérez,"Avenida 20 de Noviembre #128, Col. Pacú",Pacú,Suchiapa,ALTO,0.991,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
565,Adriana Castellanos Espinosa,"3ra Calle Norte #272, Col. Pacú",Pacú,Suchiapa,ALTO,0.991,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
566,Enrique Luis Hernández Sánchez,"Avenida Emiliano Zapata #274, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9907,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
567,José Méndez Zenteno,"Calle 5 de Mayo #26, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9907,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
568,Carmen Gabriela Ramírez Ovando,"Avenida Emiliano Zapata #128, Col. San José",San José,Suchiapa,ALTO,0.9907,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
569,Miguel Moreno Gómez,"Calle Allende #135, Col. Centro",Centro,Suchiapa,ALTO,0.9907,riesgo familiar ALTO (modelo); menor de 1 año en el hogar,9,True
570,Guadalupe Adriana Sánchez López,"Calle Matamoros #257, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9907,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
571,Claudia Guadalupe Vázquez García,"5a Avenida Sur #171, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9906,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
572,Silvia Alejandra Moreno Ovando,"Libramiento Norte #152, Col. La Lomita",La Lomita,Tuxtla Gutiérrez,ALTO,0.9904,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
573,Patricia Grajales Hernández,"Calle Libertad #95, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9901,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
